simulation_id,treatment_id,intercrop,soilN,diffusion,lateral_enabled,influx_max,KM,NC_MIN,K2,coverage,total_root_biomass,total_uptake_μmol,total_uptake_mg,m3_uptake_cereal,uptake_per_gram_mg,uptake_per_gram_legume_mg,uptake_per_gram_cereal_mg,total_legume_uptake_mg,total_cereal_uptake_mg,final_soil_N_μmol,final_soil_N_mg,start_soil_N_per_layer
Treatment8_Rep4,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.7,8.214961584970492,69170.28793201013,968.3840310481419,36328.27248950468,117.88053066734095,135.00899724904662,105.75146818979246,459.7882161950764,508.5958148530655,70829.71206798987,991.6159689518581,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep5,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.7,8.223863891862857,69229.4194193069,969.2118718702966,36770.048575768014,117.85358860684552,135.16995170308752,105.87970228684006,454.4311918095442,514.7806800607522,70770.58058069312,990.7881281297036,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep6,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.68,8.296887986783844,68171.30458701774,954.3982642182484,37736.48873538815,115.03087250768172,133.34066562102683,103.5617690747408,426.08742192281414,528.3108422954341,71828.69541298226,1005.6017357817516,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep7,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.69,8.29438706362405,68813.47392703404,963.3886349784765,38098.70243906037,116.14946681274661,134.2898170263509,104.74267891406599,430.00680083163144,533.3818341468452,71186.52607296595,996.6113650215233,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep8,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.69,8.189609872945654,68457.91576606348,958.4108207248887,35526.234288772,117.02765279344932,134.07447172332735,104.68911964922604,461.04354068208113,497.36728004280803,71542.0842339365,1001.5891792751111,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep9,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.71,8.196848049595896,69814.67085264585,977.4053919370419,36847.09802529255,119.24161409643648,135.7654024927071,107.5320160830257,461.5460195829459,515.8593723540957,70185.32914735416,982.5946080629583,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep10,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.71,8.269658600572834,69948.26353837874,979.2756895373024,38210.39338822684,118.41791019879209,136.30042730024684,106.78138652245126,444.33018210212674,534.9455074351757,70051.73646162126,980.7243104626976,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep11,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.69,8.240166206252892,68658.6413593467,961.2209790308539,36667.51059443131,116.650678514403,134.03695828633093,104.79145792073238,447.87583070881544,513.3451483220383,71341.3586406533,998.7790209691462,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep12,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.68,8.321091379485276,68260.50517900664,955.647072506093,38100.12072897019,114.84636196426521,133.0399813714754,103.62811376088203,422.2453823005105,533.4016902055827,71739.49482099336,1004.3529274939071,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep13,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.71,8.214592754658918,69736.28440244538,976.3079816342354,36656.40955553524,118.85044223044665,136.23428839841168,106.57774796311928,463.11824785674196,513.1897337774934,70263.71559755462,983.6920183657647,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep14,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.72,8.23133761897102,70445.6405088482,986.2389671238748,37499.522548701774,119.81515189595179,137.33531778396772,107.73952853984797,461.2456514420501,524.9933156818248,69554.3594911518,973.7610328761252,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep15,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.72,8.298098524761844,70404.99854589587,985.6699796425422,38830.06155520043,118.78263155122409,138.58480654518553,106.41785713881657,442.049117869736,543.620861772806,69595.00145410413,974.3300203574579,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep16,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.7,8.223272638493302,68999.9699432572,965.9995792056008,36347.34687212063,117.47142794265844,136.04524240318713,104.63774053631714,457.136722995912,508.86285620968886,71000.0300567428,994.0004207943992,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep17,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.71,8.262259188206443,69864.20910290918,978.0989274407286,37978.40910015309,118.38153526300265,136.7202100299511,106.39938160141205,446.4012000385854,531.6977274021433,70135.7908970908,981.9010725592713,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep18,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.68,8.295642556069044,68149.44754360752,954.0922656105053,37685.31896289738,115.01125550696453,133.33914585383226,103.50979906723883,426.49780012994205,527.5944654805633,71850.55245639247,1005.9077343894946,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep19,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.71,8.222287415386967,69729.52284074214,976.21331977039,36782.078346585986,118.7277056191846,136.41806857192893,106.37174282799087,461.26422291818636,514.9490968522039,70270.47715925786,983.78668022961,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment8_Rep20,8,true,140.0,0.00018,false,250.0,50,0.01,1.46,0.7,8.204614036856237,69074.07759372043,967.0370863120861,36046.08274286576,117.86503081900312,135.3425778429236,105.3944184531283,462.39192791196524,504.64515840012064,70925.92240627957,992.962913687914,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
