treatment_id,soilN,replicate,timestep,legume_root,cereal_root,no_root
1,20.0,4,35,0.0,15022.70275750158,0.0
1,20.0,4,36,0.0,15146.943711568041,0.0
1,20.0,4,37,0.0,15265.163983070639,0.0
1,20.0,4,38,0.0,15377.770768997207,0.0
1,20.0,4,39,0.0,15485.14047036116,0.0
1,20.0,4,40,0.0,15587.620995623063,0.0
1,20.0,5,1,0.0,996.1462161216629,0.0
1,20.0,5,2,0.0,1939.6592542026297,0.0
1,20.0,5,3,0.0,2832.276869302226,0.0
1,20.0,5,4,0.0,3675.7956903989243,0.0
1,20.0,5,5,0.0,4472.063165339246,0.0
1,20.0,5,6,0.0,5222.968231649192,0.0
1,20.0,5,7,0.0,5930.430969263075,0.0
1,20.0,5,8,0.0,6596.391531130755,0.0
1,20.0,5,9,0.0,7222.798670921492,0.0
1,20.0,5,10,0.0,7811.5981924177895,0.0
1,20.0,5,11,0.0,8364.721633103689,0.0
1,20.0,5,12,0.0,8884.075466832775,0.0
1,20.0,5,13,0.0,9371.531070434321,0.0
1,20.0,5,14,0.0,9828.915650545194,0.0
1,20.0,5,15,0.0,10258.004273955508,0.0
1,20.0,5,16,0.0,10660.513091244398,0.0
1,20.0,5,17,0.0,11038.09379282258,0.0
1,20.0,5,18,0.0,11392.32929127696,0.0
1,20.0,5,19,0.0,11724.730585845322,0.0
1,20.0,5,20,0.0,12036.734734805488,0.0
1,20.0,5,21,0.0,12329.703839674241,0.0
1,20.0,5,22,0.0,12604.924930927691,0.0
1,20.0,5,23,0.0,12863.610637623762,0.0
1,20.0,5,24,0.0,13106.900521740334,0.0
1,20.0,5,25,0.0,13335.862961058903,0.0
1,20.0,5,26,0.0,13551.497470862243,0.0
1,20.0,5,27,0.0,13754.737363511002,0.0
1,20.0,5,28,0.0,13946.452655196737,0.0
1,20.0,5,29,0.0,14127.453140078767,0.0
1,20.0,5,30,0.0,14298.49156300569,0.0
1,20.0,5,31,0.0,14460.266832659052,0.0
1,20.0,5,32,0.0,14613.427226930515,0.0
1,20.0,5,33,0.0,14758.573551461724,0.0
1,20.0,5,34,0.0,14896.262220434286,0.0
1,20.0,5,35,0.0,15027.00823586083,0.0
1,20.0,5,36,0.0,15151.288047812199,0.0
1,20.0,5,37,0.0,15269.542283269682,0.0
1,20.0,5,38,0.0,15382.178335686474,0.0
1,20.0,5,39,0.0,15489.572810962194,0.0
1,20.0,5,40,0.0,15592.073828467068,0.0
1,20.0,6,1,0.0,995.3635625463712,0.0
1,20.0,6,2,0.0,1938.2136903534938,0.0
1,20.0,6,3,0.0,2830.2813271731197,0.0
1,20.0,6,4,0.0,3673.35595399564,0.0
1,20.0,6,5,0.0,4469.277597815908,0.0
1,20.0,6,6,0.0,5219.927577890686,0.0
1,20.0,6,7,0.0,5927.2182422734795,0.0
1,20.0,6,8,0.0,6593.081986878207,0.0
1,20.0,6,9,0.0,7219.4598724219195,0.0
1,20.0,6,10,0.0,7808.290160103395,0.0
1,20.0,6,11,0.0,8361.497075180072,0.0
1,20.0,6,12,0.0,8880.98008058831,0.0
1,20.0,6,13,0.0,9368.603903460255,0.0
1,20.0,6,14,0.0,9826.18950960784,0.0
1,20.0,6,15,0.0,10255.506168811324,0.0
1,20.0,6,16,0.0,10658.264700921787,0.0
1,20.0,6,17,0.0,11036.11194268733,0.0
1,20.0,6,18,0.0,11390.626430405304,0.0
1,20.0,6,19,0.0,11723.315255702095,0.0
1,20.0,6,20,0.0,12035.612021827503,0.0
1,20.0,6,21,0.0,12328.87580597563,0.0
1,20.0,6,22,0.0,12604.391018884675,0.0
1,20.0,6,23,0.0,12863.368045498122,0.0
1,20.0,6,24,0.0,13106.944548725536,0.0
1,20.0,6,25,0.0,13336.187321162713,0.0
1,20.0,6,26,0.0,13552.094575873496,0.0
1,20.0,6,27,0.0,13755.598575946304,0.0
1,20.0,6,28,0.0,13947.568512602997,0.0
1,20.0,6,29,0.0,14128.813552401552,0.0
1,20.0,6,30,0.0,14300.085984944679,0.0
1,20.0,6,31,0.0,14462.08441304307,0.0
1,20.0,6,32,0.0,14615.456937177132,0.0
1,20.0,6,33,0.0,14760.80429515869,0.0
1,20.0,6,34,0.0,14898.682926008543,0.0
1,20.0,6,35,0.0,15029.607934198633,0.0
1,20.0,6,36,0.0,15154.055936572033,0.0
1,20.0,6,37,0.0,15272.46777949675,0.0
1,20.0,6,38,0.0,15385.251118199987,0.0
1,20.0,6,39,0.0,15492.782853849665,0.0
1,20.0,6,40,0.0,15595.411426886603,0.0
1,20.0,7,1,0.0,997.0125608425786,0.0
1,20.0,7,2,0.0,1941.3007209295743,0.0
1,20.0,7,3,0.0,2834.6068945348843,0.0
1,20.0,7,4,0.0,3678.732549028694,0.0
1,20.0,7,5,0.0,4475.530112620893,0.0
1,20.0,7,6,0.0,5226.893602638229,0.0
1,20.0,7,7,0.0,5934.748231911509,0.0
1,20.0,7,8,0.0,6601.039290946594,0.0
1,20.0,7,9,0.0,7227.720626887615,0.0
1,20.0,7,10,0.0,7816.743045615109,0.0
1,20.0,7,11,0.0,8370.042951081648,0.0
1,20.0,7,12,0.0,8889.531508125528,0.0
1,20.0,7,13,0.0,9377.084574668592,0.0
1,20.0,7,14,0.0,9834.533600291115,0.0
1,20.0,7,15,0.0,10263.657634830397,0.0
1,20.0,7,16,0.0,10666.176536813295,0.0
1,20.0,7,17,0.0,11043.745420591204,0.0
1,20.0,7,18,0.0,11397.95033559807,0.0
1,20.0,7,19,0.0,11730.305132920237,0.0
1,20.0,7,20,0.0,12042.249444220046,0.0
1,20.0,7,21,0.0,12335.147676118871,0.0
1,20.0,7,22,0.0,12610.28890896202,0.0
1,20.0,7,23,0.0,12868.887581594574,0.0
1,20.0,7,24,0.0,13112.084842274526,0.0
1,20.0,7,25,0.0,13340.950448947095,0.0
1,20.0,7,26,0.0,13556.485108632478,0.0
1,20.0,7,27,0.0,13759.623154567002,0.0
1,20.0,7,28,0.0,13951.235470057976,0.0
1,20.0,7,29,0.0,14132.132579003275,0.0
1,20.0,7,30,0.0,14303.067834091895,0.0
1,20.0,7,31,0.0,14464.740644400044,0.0
1,20.0,7,32,0.0,14617.799694122748,0.0
1,20.0,7,33,0.0,14762.846113340593,0.0
1,20.0,7,34,0.0,14900.43656991231,0.0
1,20.0,7,35,0.0,15031.086258772504,0.0
1,20.0,7,36,0.0,15155.2717711161,0.0
1,20.0,7,37,0.0,15273.433831217653,0.0
1,20.0,7,38,0.0,15385.979893036794,0.0
1,20.0,7,39,0.0,15493.286592385162,0.0
1,20.0,7,40,0.0,15595.702053364344,0.0
1,20.0,8,1,0.0,996.9663504172892,0.0
1,20.0,8,2,0.0,1941.183763508795,0.0
1,20.0,8,3,0.0,2834.396780532691,0.0
1,20.0,8,4,0.0,3678.4091125332707,0.0
1,20.0,8,5,0.0,4475.075524092462,0.0
1,20.0,8,6,0.0,5226.292433448912,0.0
1,20.0,8,7,0.0,5933.987487728813,0.0
1,20.0,8,8,0.0,6600.1084122942475,0.0
1,20.0,8,9,0.0,7226.611456616785,0.0
1,20.0,8,10,0.0,7815.449764385022,0.0
1,20.0,8,11,0.0,8368.561983188001,0.0
1,20.0,8,12,0.0,8887.861401051388,0.0
1,20.0,8,13,0.0,9375.225856512727,0.0
1,20.0,8,14,0.0,9832.488619726797,0.0
1,20.0,8,15,0.0,10261.43038846331,0.0
1,20.0,8,16,0.0,10663.772488763014,0.0
1,20.0,8,17,0.0,11041.171318855857,0.0
1,20.0,8,18,0.0,11395.214029326113,0.0
1,20.0,8,19,0.0,11727.415394160109,0.0
1,20.0,8,20,0.0,12039.215797099761,0.0
1,20.0,8,21,0.0,12331.980235769239,0.0
1,20.0,8,22,0.0,12606.99823187701,0.0
1,20.0,8,23,0.0,12865.484528548459,0.0
1,20.0,8,24,0.0,13108.580454406763,0.0
1,20.0,8,25,0.0,13337.355837192983,0.0
1,20.0,8,26,0.0,13552.811356323686,0.0
1,20.0,8,27,0.0,13755.881232749336,0.0
1,20.0,8,28,0.0,13947.436164868324,0.0
1,20.0,8,29,0.0,14128.286430305521,0.0
1,20.0,8,30,0.0,14299.18508448337,0.0
