simulation_id,treatment_id,intercrop,soilN,diffusion,lateral_enabled,influx_max,KM,NC_MIN,K2,coverage,total_root_biomass,total_uptake_μmol,total_uptake_mg,m3_uptake_cereal,uptake_per_gram_mg,uptake_per_gram_legume_mg,uptake_per_gram_cereal_mg,total_legume_uptake_mg,total_cereal_uptake_mg,final_soil_N_μmol,final_soil_N_mg,start_soil_N_per_layer
Treatment4_Rep19,4,true,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,8.240937980226077,14608.397984109653,204.51757177753515,7794.360510977572,24.817268649305444,28.989773772097774,22.0435771685691,95.39652462384912,109.121047153686,5391.602015890348,75.48242822246488,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment4_Rep20,4,true,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,8.244793921388949,14615.749001024778,204.6204860143469,7795.89752570187,24.81814439091229,28.945469651008427,22.065722282900577,95.47792065452074,109.14256535982618,5384.250998975221,75.37951398565309,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep1,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.71,9.890195346813023,14172.830754017801,198.41963055624922,14172.830754017803,20.062255961424178,NaN,20.062255961424178,0.0,198.41963055624925,5827.169245982198,81.58036944375077,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep2,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.68,9.912662219125012,14052.331720021155,196.73264408029618,14052.331720021153,19.84660021005555,NaN,19.846600210055552,0.0,196.73264408029615,5947.668279978846,83.26735591970385,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep3,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.71,9.872953179354608,14161.457493166708,198.2604049043339,14161.457493166708,20.08116531119761,NaN,20.081165311197605,0.0,198.2604049043339,5838.54250683329,81.73959509566606,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep4,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.71,9.928836386319688,14177.454989101545,198.48436984742165,14177.454989101545,19.990698015821938,NaN,19.990698015821938,0.0,198.48436984742165,5822.545010898457,81.5156301525784,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep5,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.69,9.916616714950463,14006.005853461238,196.08408194845734,14006.00585346124,19.773284335254942,NaN,19.773284335254942,0.0,196.08408194845737,5993.994146538763,83.91591805154268,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep6,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.72,9.893762869853024,14254.506085841726,199.56308520178416,14254.506085841726,20.170595134220026,NaN,20.17059513422003,0.0,199.56308520178416,5745.493914158273,80.43691479821582,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep7,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.72,9.892877519488293,14174.60635101988,198.44448891427834,14174.60635101988,20.059329403740847,NaN,20.059329403740843,0.0,198.44448891427834,5825.39364898012,81.55551108572168,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep8,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.71,9.909911827052806,14179.659945125812,198.51523923176137,14179.659945125812,20.031988447146407,NaN,20.031988447146404,0.0,198.51523923176137,5820.340054874189,81.48476076823866,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep9,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.68,9.924769859991873,13920.35205065939,194.88492870923147,13920.35205065939,19.636216401837157,NaN,19.636216401837153,0.0,194.88492870923147,6079.647949340608,85.11507129076851,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep10,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.72,9.897947015562458,14231.821516551534,199.24550123172148,14231.821516551532,20.12998260330647,NaN,20.129982603306466,0.0,199.24550123172145,5768.178483448463,80.7544987682785,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep11,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.68,9.894793138775938,14057.913248319262,196.81078547646968,14057.913248319262,19.890338556467963,NaN,19.89033855646796,0.0,196.81078547646968,5942.086751680737,83.18921452353031,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep12,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.71,9.894213112413862,14152.082318349414,198.1291524568918,14152.082318349416,20.02475085242578,NaN,20.024750852425782,0.0,198.12915245689183,5847.917681650587,81.87084754310821,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep13,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.68,9.895510370123034,13994.19840610776,195.91877768550864,13994.19840610776,19.798754218583344,NaN,19.798754218583348,0.0,195.91877768550864,6005.80159389224,84.08122231449136,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep14,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.72,9.862091539271486,14189.520824624951,198.65329154474932,14189.520824624951,20.14311981933032,NaN,20.143119819330323,0.0,198.65329154474932,5810.479175375051,81.34670845525072,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep15,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.7,9.877202497807584,14048.428377886572,196.677997290412,14048.428377886572,19.912318020620525,NaN,19.91231802062052,0.0,196.677997290412,5951.571622113429,83.322002709588,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep16,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.7,9.878093516234081,14138.312933819438,197.93638107347212,14138.312933819438,20.037913262126445,NaN,20.03791326212644,0.0,197.93638107347212,5861.687066180563,82.0636189265279,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep17,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.7,9.897242100864755,14128.577627843493,197.80008678980892,14128.577627843493,19.98537418545379,NaN,19.985374185453786,0.0,197.80008678980892,5871.422372156507,82.1999132101911,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep18,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.71,9.901270244504726,14138.581134643531,197.94013588500945,14138.581134643531,19.991388074158223,NaN,19.991388074158223,0.0,197.94013588500945,5861.418865356469,82.05986411499056,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep19,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.71,9.912078592455495,14196.267280637265,198.7477419289217,14196.267280637265,20.051065987329547,NaN,20.051065987329547,0.0,198.7477419289217,5803.732719362733,81.25225807107827,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment5_Rep20,5,false,20.0,0.00018,true,250.0,50,0.01,1.46,0.72,9.884572169401087,14255.642689096956,199.5789976473574,14255.642689096958,20.190959631533552,NaN,20.19095963153355,0.0,199.57899764735743,5744.357310903039,80.42100235264256,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment6_Rep1,6,false,20.0,0.00018,false,250.0,50,0.01,1.46,0.69,9.8974051731615,11658.200485370093,163.2148067951813,11658.200485370093,16.490666385747858,NaN,16.490666385747854,0.0,163.2148067951813,8341.799514629907,116.7851932048187,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment6_Rep2,6,false,20.0,0.00018,false,250.0,50,0.01,1.46,0.68,9.895760656468365,11513.538303307972,161.1895362463116,11513.53830330797,16.288746448303606,NaN,16.288746448303602,0.0,161.1895362463116,8486.461696692028,118.81046375368838,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
